"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2016-12-13T01:48:31Z"
"Version","20161213014831"
"OfferCode","AmazonEC2"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Physical Processor","Clock Speed","Memory","Storage","Network Performance","Processor Architecture","Storage Media","Volume Type","Max Volume Size","Max IOPS/volume","Max IOPS Burst Performance","Max throughput/volume","Provisioned","Tenancy","EBS Optimized","Operating System","License Model","Group","Group Description","Transfer Type","From Location","From Location Type","To Location","To Location Type","usageType","operation","Comments","Dedicated EBS Throughput","Enhanced Networking Supported","GPU","Instance Capacity - 10xlarge","Instance Capacity - 2xlarge","Instance Capacity - 4xlarge","Instance Capacity - 8xlarge","Instance Capacity - large","Instance Capacity - medium","Instance Capacity - xlarge","Intel AVX Available","Intel AVX2 Available","Intel Turbo Available","Physical Cores","Pre Installed S/W","Processor Features","Sockets"
"Z92J2HYRZ2PA6BM8","NQ3QZPMQV9","Z92J2HYRZ2PA6BM8.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","5292","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","t2.xlarge",,"General purpose","4","Intel Xeon Family","Up to 3.0 GHz","16 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"APS2-BoxUsage:t2.xlarge","RunInstances:0010",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"253M6YR3NGZK354A","HU7G6KETJZ","253M6YR3NGZK354A.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",,,"Quantity","1977","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","m2.4xlarge","No","Memory optimized","8","Intel Xeon Family",,"68.4 GiB","2 x 840","High","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"APN1-BoxUsage:m2.4xlarge","RunInstances:0010",,,,,,,,,,,,,,,,"NA",,
"JF67NQVGF2CHJJVP","NQ3QZPMQV9","JF67NQVGF2CHJJVP.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Standard (Amazon VPC), c3.4xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","US West (N. California)","AWS Region","c3.4xlarge","Yes","Compute optimized","16","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","30 GiB","2 x 160 SSD","High","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"USW1-DedicatedUsage:c3.4xlarge","RunInstances:0006",,,"Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel Turbo",
"FKFNCVGF8F4VBXQ4","NQ3QZPMQV9","FKFNCVGF8F4VBXQ4.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per SUSE Linux (Amazon VPC), c3.8xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","c3.8xlarge","Yes","Compute optimized","32","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","60 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"SAE1-DedicatedUsage:c3.8xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"EZMDU6D6H5RBC83U","NQ3QZPMQV9","EZMDU6D6H5RBC83U.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Enterprise (Amazon VPC), m4.4xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","m4.4xlarge","Yes","General purpose","16","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS only","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS1-BoxUsage:m4.4xlarge","RunInstances:0102",,"2000 Mbps","Yes",,,,,,,,,,,,,"SQL Server Enterprise","Intel AVX; Intel AVX2; Intel Turbo",
"9KAZ98PP5MR86KK3","38NPMPTW36","9KAZ98PP5MR86KK3.38NPMPTW36.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), m4.2xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","1.4260000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","EU (London)","AWS Region","m4.2xlarge","Yes","General purpose","8","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","32 GiB","EBS only","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"EUW2-BoxUsage:m4.2xlarge","RunInstances:0006",,"1000 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
"2EZJERESZ55ZDZWX","MZU6U2429S","2EZJERESZ55ZDZWX.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), m3.large instance-hour (or partial hour)","2016-08-31","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","m3.large","Yes","General purpose","2","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APN1-BoxUsage:m3.large","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"N2Z45TZBCZV62KUM","NQ3QZPMQV9","N2Z45TZBCZV62KUM.NQ3QZPMQV9.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",,,"Quantity","23560","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","c3.8xlarge","Yes","Compute optimized","32","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","60 GiB","2 x 320 SSD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"APS1-DedicatedUsage:c3.8xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"76YU82YFCAXNW7VU","HU7G6KETJZ","76YU82YFCAXNW7VU.HU7G6KETJZ.6YS6EN2CT7","Reserved","SUSE Linux (Amazon VPC), m4.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.0600000000","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"SAE1-BoxUsage:m4.large","RunInstances:000g",,"450 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"A97KRF5ZZ5PGZ4K6","4NA7Y494T4","A97KRF5ZZ5PGZ4K6.4NA7Y494T4.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), c4.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.1570000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","c4.large","Yes","Compute optimized","2","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","3.75 GiB","EBS only","Moderate","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"APS1-DedicatedUsage:c4.large","RunInstances:0010",,"500 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"E93R2WT6UURYT8HU","MZU6U2429S","E93R2WT6UURYT8HU.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), t2.micro instance-hour (or partial hour)","2016-10-31","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","EU (Frankfurt)","AWS Region","t2.micro",,"General purpose","1","Intel Xeon Family","Up to 3.3 GHz","1 GiB","EBS only","Low to Moderate","32-bit or 64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"EUC1-BoxUsage:t2.micro","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"E9EH5S9BYZXAVHTH","JRTCKXETXF","E9EH5S9BYZXAVHTH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08 per 1 million I/O requests - Asia Pacific (Mumbai)","2016-12-01","0","Inf","IOs","0.0000000800","USD",,,,"System Operation","AmazonEC2","Asia Pacific (Mumbai)","AWS Region",,,,,,,,,,,,,,,,,"No",,,,,"EBS I/O Requests","Input/Output Operation",,,,,,"APS3-EBS:VolumeIOUsage","",,,,,,,,,,,,,,,,,,
"E9BJT9V6S2SW8D9F","Z2E3P23VKM","E9BJT9V6S2SW8D9F.Z2E3P23VKM.6YS6EN2CT7","Reserved","SUSE Linux (Amazon VPC), m4.4xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.5660000000","USD","3yr","No Upfront","convertible","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","m4.4xlarge","Yes","General purpose","16","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","64 GiB","EBS only","High","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"BoxUsage:m4.4xlarge","RunInstances:000g",,"2000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"RXE37MRXKF33M9T8","R5XV2EPZQZ","RXE37MRXKF33M9T8.R5XV2EPZQZ.6YS6EN2CT7","Reserved","SUSE Linux (Amazon VPC), c3.4xlarge instance-hours used this month","2016-08-31","0","Inf","Hrs","0.2190000000","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","c3.4xlarge","Yes","Compute optimized","16","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","30 GiB","2 x 160 SSD","High","64-bit",,,,,,,,"Dedicated",,"SUSE","No License required",,,,,,,,"DedicatedUsage:c3.4xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"JPE6B226ZFV6F3GW","HU7G6KETJZ","JPE6B226ZFV6F3GW.HU7G6KETJZ.2TG2D8R56U","Reserved","Upfront Fee","2016-10-31",,,"Quantity","3747","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Sydney)","AWS Region","g2.2xlarge","Yes","GPU instance","8","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","15 GiB","1 x 60 SSD","High","64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"APS2-DedicatedUsage:g2.2xlarge","RunInstances",,,,"1",,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"CA3Y8U6BUYR54NVM","38NPMPTW36","CA3Y8U6BUYR54NVM.38NPMPTW36.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), r3.4xlarge instance-hours used this month","2016-06-30","0","Inf","Hrs","0.3390000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","r3.4xlarge","Yes","Memory optimized","16","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","1 x 320 SSD","High","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APS3-BoxUsage:r3.4xlarge","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"2T64ZB6E54RM9GA2","R5XV2EPZQZ","2T64ZB6E54RM9GA2.R5XV2EPZQZ.6YS6EN2CT7","Reserved","Linux/UNIX (Amazon VPC), c4.8xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.5080000000","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","c4.8xlarge","Yes","Compute optimized","36","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","60 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APS3-BoxUsage:c4.8xlarge","RunInstances",,"4000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"6SB59AKPWK57QDT4","4NA7Y494T4","6SB59AKPWK57QDT4.4NA7Y494T4.6YS6EN2CT7","Reserved","Windows (Amazon VPC), m2.2xlarge instance-hours used this month","2015-04-30","0","Inf","Hrs","0.5450000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","m2.2xlarge","No","Memory optimized","4","Intel Xeon Family",,"34.2 GiB","1 x 850","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"DedicatedUsage:m2.2xlarge","RunInstances:0002",,,,,,,,,,,,,,,,"NA",,
"6KC6SNJK8X8GTYF5","4NA7Y494T4","6KC6SNJK8X8GTYF5.4NA7Y494T4.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), t2.xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","0.2810000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","t2.xlarge",,"General purpose","4","Intel Xeon Family","Up to 3.0 GHz","16 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"RHEL","No License required",,,,,,,,"APN1-BoxUsage:t2.xlarge","RunInstances:0010",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"94WTYHK79XTHJ8QG","HU7G6KETJZ","94WTYHK79XTHJ8QG.HU7G6KETJZ.6YS6EN2CT7","Reserved","Red Hat Enterprise Linux (Amazon VPC), r4.8xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","0.9120000000","USD","1yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (N. California)","AWS Region","r4.8xlarge","Yes","Memory optimized","32","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","244 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"USW1-DedicatedUsage:r4.8xlarge","RunInstances:0010",,"6000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX, Intel AVX2, Intel Turbo",
"DPCWVHKZ3AJBNM43","MZU6U2429S","DPCWVHKZ3AJBNM43.MZU6U2429S.6YS6EN2CT7","Reserved","USD 0.0 per Linux/UNIX (Amazon VPC), t2.xlarge instance-hour (or partial hour)","2016-10-31","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","convertible","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","t2.xlarge",,"General purpose","4","Intel Xeon Family","Up to 3.0 GHz","16 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"BoxUsage:t2.xlarge","RunInstances",,,,,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"7H2DCF9KJZ2C8QN7","NQ3QZPMQV9","7H2DCF9KJZ2C8QN7.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Windows (Amazon VPC), c4.8xlarge instance-hour (or partial hour)","2016-11-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","c4.8xlarge","Yes","Compute optimized","36","Intel Xeon E5-2666 v3 (Haswell)","2.9 GHz","60 GiB","EBS only","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"SAE1-DedicatedUsage:c4.8xlarge","RunInstances:0002",,"4000 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"672XUMHHEC7SYFT7","38NPMPTW36","672XUMHHEC7SYFT7.38NPMPTW36.2TG2D8R56U","Reserved","Upfront Fee","2015-04-30",,,"Quantity","508","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","c3.large","Yes","Compute optimized","2","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","3.75 GiB","2 x 16 SSD","Moderate","32-bit or 64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"USW2-BoxUsage:c3.large","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"326B3QZPVHTCQWWE","JRTCKXETXF","326B3QZPVHTCQWWE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$73.229 per On Demand Windows with SQL Server Enterprise x1.32xlarge Instance Hour","2016-12-01","0","Inf","Hrs","73.2290000000","USD",,,,"Compute Instance","AmazonEC2","Asia Pacific (Seoul)","AWS Region","x1.32xlarge",,"Memory optimized","128","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APN2-BoxUsage:x1.32xlarge","RunInstances:0102",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"SQL Server Enterprise",,
"DX7U49B9FGAG5VKA","NQ3QZPMQV9","DX7U49B9FGAG5VKA.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Red Hat Enterprise Linux (Amazon VPC), m2.4xlarge instance-hour (or partial hour)","2016-09-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","EU (Ireland)","AWS Region","m2.4xlarge","No","Memory optimized","8","Intel Xeon Family",,"68.4 GiB","2 x 840","High","64-bit",,,,,,,,"Dedicated",,"RHEL","No License required",,,,,,,,"EU-DedicatedUsage:m2.4xlarge","RunInstances:0010",,,,,,,,,,,,,,,,"NA",,
"MX66VKK632R8TQ2K","38NPMPTW36","MX66VKK632R8TQ2K.38NPMPTW36.6YS6EN2CT7","Reserved","Windows (Amazon VPC), i2.8xlarge instance-hours used this month","2016-10-31","0","Inf","Hrs","2.7710000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","i2.8xlarge","Yes","Storage optimized","32","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","244 GiB","8 x 800 SSD","10 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APS1-DedicatedUsage:i2.8xlarge","RunInstances:0002",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"56HYQRK7ADB4C8DU","Z2E3P23VKM","56HYQRK7ADB4C8DU.Z2E3P23VKM.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), i2.4xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","2.1410000000","USD","3yr","No Upfront","convertible","Compute Instance","AmazonEC2","US East (Ohio)","AWS Region","i2.4xlarge","Yes","Storage optimized","16","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","122 GiB","4 x 800 SSD","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"USE2-BoxUsage:i2.4xlarge","RunInstances:0202",,,"Yes",,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"963WVFR9BYRTQC9S","R5XV2EPZQZ","963WVFR9BYRTQC9S.R5XV2EPZQZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","969","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","US West (Oregon)","AWS Region","c3.large","Yes","Compute optimized","2","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","3.75 GiB","2 x 16 SSD","Moderate","32-bit or 64-bit",,,,,,,,"Dedicated",,"Linux","No License required",,,,,,,,"USW2-DedicatedUsage:c3.large","RunInstances",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"MN2EMMF833ACZ6Q9","JRTCKXETXF","MN2EMMF833ACZ6Q9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$73.229 per On Demand Windows with SQL Server Enterprise x1.32xlarge Instance Hour","2016-12-01","0","Inf","Hrs","73.2290000000","USD",,,,"Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","x1.32xlarge",,"Memory optimized","128","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APN1-BoxUsage:x1.32xlarge","RunInstances:0102",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"SQL Server Enterprise",,
"3JHXEJFNPZ949ERP","R5XV2EPZQZ","3JHXEJFNPZ949ERP.R5XV2EPZQZ.6YS6EN2CT7","Reserved","Windows with SQL Server Web (Amazon VPC), m4.16xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","2.7960000000","USD","3yr","Partial Upfront","convertible","Compute Instance","AmazonEC2","Asia Pacific (Singapore)","AWS Region","m4.16xlarge","Yes","General purpose","64","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","256 GiB","EBS only","20 Gigabit","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"APS1-DedicatedUsage:m4.16xlarge","RunInstances:0202",,"10000 Mbps","Yes",,,,,,,,,,,,,"SQL Web","Intel AVX, Intel AVX2, Intel Turbo",
"WJ3J5KHBADCU458U","JRTCKXETXF","WJ3J5KHBADCU458U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.898 per On Demand SUSE r3.2xlarge Instance Hour","2016-12-01","0","Inf","Hrs","0.8980000000","USD",,,,"Compute Instance","AmazonEC2","Asia Pacific (Seoul)","AWS Region","r3.2xlarge","Yes","Memory optimized","8","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","61 GiB","1 x 160 SSD","High","64-bit",,,,,,,,"Shared",,"SUSE","No License required",,,,,,,,"APN2-BoxUsage:r3.2xlarge","RunInstances:000g",,,"Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel Turbo",
"AP8CRXEFDUCGR7QY","38NPMPTW36","AP8CRXEFDUCGR7QY.38NPMPTW36.6YS6EN2CT7","Reserved","Windows (Amazon VPC), m4.large instance-hours used this month","2016-11-30","0","Inf","Hrs","0.0650000000","USD","3yr","Partial Upfront","standard","Compute Instance","AmazonEC2","US East (N. Virginia)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"BoxUsage:m4.large","RunInstances:0002",,"450 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"SPZ7H8KTYMKRCCPH","6QCMYABX3D","SPZ7H8KTYMKRCCPH.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","504130","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","AWS GovCloud (US)","AWS Region","x1.32xlarge",,"Memory optimized","128","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","1,952 Gib","2 x 1,920","High","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"UGW1-BoxUsage:x1.32xlarge","RunInstances:0006",,,"Yes",,,,,,,,,"Yes","Yes","Yes",,"SQL Std",,
"26NKGQ9NSRY8D25R","6QCMYABX3D","26NKGQ9NSRY8D25R.6QCMYABX3D.6YS6EN2CT7","Reserved","USD 0.0 per Windows with SQL Server Web (Amazon VPC), m3.2xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","m3.2xlarge","Yes","General purpose","8","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","30 GiB","2 x 80 SSD","High","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"SAE1-DedicatedUsage:m3.2xlarge","RunInstances:0202",,,,,,,,,,,,,,,,"SQL Web","Intel AVX; Intel Turbo",
"BQQUCAM9PFTSUNQX","NQ3QZPMQV9","BQQUCAM9PFTSUNQX.NQ3QZPMQV9.6YS6EN2CT7","Reserved","USD 0.0 per Linux/UNIX (Amazon VPC), m2.4xlarge instance-hour (or partial hour)","2015-04-30","0","Inf","Hrs","0.0000000000","USD","3yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Tokyo)","AWS Region","m2.4xlarge","No","Memory optimized","8","Intel Xeon Family",,"68.4 GiB","2 x 840","High","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"APN1-BoxUsage:m2.4xlarge","RunInstances",,,,,,,,,,,,,,,,"NA",,
"KE6JWB3P8R5HWHC4","4NA7Y494T4","KE6JWB3P8R5HWHC4.4NA7Y494T4.6YS6EN2CT7","Reserved","Windows with SQL Server Standard (Amazon VPC), m3.large instance-hours used this month","2015-04-30","0","Inf","Hrs","0.6430000000","USD","1yr","No Upfront","standard","Compute Instance","AmazonEC2","South America (Sao Paulo)","AWS Region","m3.large","Yes","General purpose","2","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","7.5 GiB","1 x 32 SSD","Moderate","64-bit",,,,,,,,"Dedicated",,"Windows","License Included",,,,,,,,"SAE1-DedicatedUsage:m3.large","RunInstances:0006",,,,,,,,,,,,,,,,"SQL Std","Intel AVX; Intel Turbo",
"8GK9ASUZPC2EWUZ4","6QCMYABX3D","8GK9ASUZPC2EWUZ4.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","738","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","AWS GovCloud (US)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Linux","No License required",,,,,,,,"UGW1-BoxUsage:m4.large","RunInstances",,"450 Mbps","Yes",,,,,,,,,,,,,"NA","Intel AVX; Intel AVX2; Intel Turbo",
"YURZ2C37WVCSTBTU","6QCMYABX3D","YURZ2C37WVCSTBTU.6QCMYABX3D.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","8128","USD","1yr","All Upfront","standard","Compute Instance","AmazonEC2","Asia Pacific (Mumbai)","AWS Region","m4.large","Yes","General purpose","2","Intel Xeon E5-2676 v3 (Haswell)","2.4 GHz","8 GiB","EBS only","Moderate","64-bit",,,,,,,,"Shared",,"Windows","License Included",,,,,,,,"APS3-BoxUsage:m4.large","RunInstances:0006",,"450 Mbps","Yes",,,,,,,,,,,,,"SQL Std","Intel AVX; Intel AVX2; Intel Turbo",
